Age Range,RemoteWork,EdLevel,YearsCode,DevType,OrgSize,Country,ICorPM,WorkExp,Industry,TotalComp
20,In-person,Secondary school,4,Student,15,Romania,Individual contributor,2,Software Development,140000
40,Remote,Bachelors,24,"Developer, back-end",50,United States of America,Individual contributor,15,Healthcare,140000
50,Remote,Bachelors,15,DevOps specialist,2500,United States of America,Individual contributor,23,Other,140000
50,Remote,Bachelors,30,"Developer, full-stack",50,United States of America,,0,Other,140000
50,Remote,Some college,27,"Developer, back-end",10000,United States of America,Individual contributor,24,Banking or Financial Services,140000
50,Remote,Masters,28,"Developer, full-stack",5,United States of America,,0,Other,140000
50,Hybrid,Bachelors,15,"Developer, front-end",10000,United States of America,,0,Other,140000
30,Remote,Bachelors,15,"Developer, back-end",250,United States of America,,0,Other,140000
50,Remote,Bachelors,25,Other,250,United States of America,Individual contributor,25,Other,140000
40,Hybrid,Masters,16,"Developer, desktop or enterprise applications",10000,United States of America,Individual contributor,11,Software Development,140000
20,Hybrid,Bachelors,7,"Developer, embedded applications or devices",15,United States of America,,0,Other,140000
50,Hybrid,Bachelors,30,Data engineer,7500,United States of America,Individual contributor,30,Healthcare,140000
30,Hybrid,Masters,9,Cloud infrastructure engineer,10000,United States of America,,0,Other,140000
40,Hybrid,Bachelors,20,"Developer, full-stack",250,United States of America,,0,Other,140000
60,Hybrid,Bachelors,47,"Developer, mobile",7500,United States of America,Individual contributor,36,Media & Advertising Services,140000
60,Remote,Masters,35,Research & Development role,50,United States of America,,0,Other,140000
30,Hybrid,Bachelors,16,"Developer, full-stack",50,United States of America,Individual contributor,5,Other,140000
20,Hybrid,Bachelors,2,Other,2500,Colombia,,0,Other,140000
50,Remote,Some college,35,Research & Development role,50,United States of America,,0,Other,140000
30,Hybrid,Masters,19,Academic researcher,15,United States of America,Individual contributor,5,Higher Education,140000
30,Remote,Bachelors,10,"Developer, full-stack",15,United States of America,Individual contributor,8,Software Development,140000
30,Remote,Associates,6,"Developer, full-stack",7500,United States of America,Individual contributor,5,Insurance,140000
30,Remote,Bachelors,6,"Developer, full-stack",10000,United States of America,,0,Other,140000
40,Remote,Bachelors,20,"Developer, back-end",250,United States of America,,0,Other,140000
60,Remote,Bachelors,40,"Developer, desktop or enterprise applications",7500,United States of America,,0,Other,140000
60,Remote,Associates,25,"Developer, full-stack",50,United States of America,People manager,30,Other,140000
60,Remote,Bachelors,42,"Developer, mobile",500 to 999,United States of America,Individual contributor,42,Media & Advertising Services,140000
40,Remote,Bachelors,15,"Developer, full-stack",250,United States of America,,0,Other,140000
30,Remote,Bachelors,9,"Developer, full-stack",500 to 999,United States of America,Individual contributor,15,Software Development,140000
50,Remote,Bachelors,33,Developer Experience,10000,United States of America,Individual contributor,33,Software Development,140000
40,Hybrid,Professional degree,20,Scientist,2500,United States of America,Individual contributor,10,Government,140000
40,Remote,Masters,19,"Developer, full-stack",2500,United States of America,,0,Other,140000
20,Hybrid,Bachelors,10,"Developer, full-stack",10000,United States of America,Individual contributor,3,Internet Telecomm or Information Services,140000
40,Remote,Some college,18,"Developer, game or graphics",50,United States of America,,0,Other,140000
40,Remote,Bachelors,30,"Developer, full-stack",7500,United States of America,Individual contributor,10,Healthcare,140000
30,Hybrid,Masters,6,"Developer, full-stack",10000,United States of America,,0,Other,140000
50,Remote,Bachelors,40,"Developer, full-stack",7500,United States of America,Individual contributor,30,Insurance,140000
30,Hybrid,Bachelors,17,"Developer, front-end",7500,United States of America,Individual contributor,9,Other,140000
30,Remote,Bachelors,17,"Developer, back-end",50,United States of America,Individual contributor,8,Healthcare,140000
30,Remote,Bachelors,15,"Developer, game or graphics",10000,United States of America,Individual contributor,6,Other,140000
60,Remote,Associates,25,Designer,7500,United States of America,,0,Other,140000
40,Remote,Bachelors,26,"Developer, full-stack",250,United States of America,Individual contributor,17,Banking or Financial Services,140000
60,In-person,Bachelors,43,"Developer, full-stack",5,United States of America,,0,Other,140000
70,Remote,Professional degree,50,Scientist,1,United States of America,,0,Other,140000
40,Remote,Associates,10,"Developer, full-stack",7500,United States of America,Individual contributor,10,Banking or Financial Services,140000
40,Hybrid,Masters,30,"Developer, back-end",250,United States of America,Individual contributor,23,Other,140000
60,Remote,Bachelors,34,"Developer, desktop or enterprise applications",500 to 999,United States of America,Individual contributor,34,Banking or Financial Services,140000
50,Remote,Bachelors,40,"Developer, back-end",50,United States of America,,0,Other,140000
40,Remote,Associates,25,"Developer, full-stack",250,United States of America,Individual contributor,24,Healthcare,140000
30,Remote,Bachelors,15,"Developer, game or graphics",15,United States of America,,0,Other,140000
40,Hybrid,Masters,15,Other,15,United States of America,,0,Other,140000
50,Hybrid,Masters,23,"Developer, embedded applications or devices",2500,United States of America,Individual contributor,23,Retail and Consumer Services,140000
30,In-person,Bachelors,8,"Developer, full-stack",50,United States of America,Individual contributor,4,Other,140000
30,Hybrid,Bachelors,15,"Developer, back-end",15,New Zealand,,0,Other,140000
30,Remote,Bachelors,20,Cloud infrastructure engineer,1,United States of America,,0,Other,140000
30,In-person,Bachelors,7,"Developer, full-stack",10000,United States of America,Individual contributor,5,Computer Systems Design and Services,140000
60,Remote,Bachelors,48,"Developer, back-end",2500,United States of America,Individual contributor,41,Retail and Consumer Services,140000
40,Remote,Bachelors,20,"Developer, back-end",2500,United States of America,Individual contributor,16,Internet Telecomm or Information Services,140000
40,Hybrid,Professional degree,20,"Developer, full-stack",5,Argentina,,0,Other,140000
40,Remote,Bachelors,7,Data scientist or machine learning specialist,250,United States of America,,0,Other,140000
50,Hybrid,Bachelors,24,"Senior Executive (C-Suite, VP, etc.)",50,United States of America,,0,Other,140000
40,Hybrid,Masters,25,Scientist,2500,United States of America,,0,Other,140000
60,Hybrid,Professional degree,45,Data scientist or machine learning specialist,10000,United States of America,Individual contributor,47,Manufacturing,140000
40,Remote,Some college,35,Other,10000,United States of America,,0,Other,140000
50,Remote,Bachelors,18,"Developer, front-end",1,Australia,,0,Other,140000
50,Remote,Some college,32,"Developer, full-stack",10000,United States of America,Individual contributor,30,Fintech,140000
40,Hybrid,Bachelors,25,"Developer, embedded applications or devices",10000,United States of America,Individual contributor,19,Internet Telecomm or Information Services,140000
50,Hybrid,Bachelors,50,"Developer, full-stack",15,United States of America,Individual contributor,37,Software Development,140000
50,Remote,Bachelors,12,"Developer, full-stack",250,France,Individual contributor,25,Retail and Consumer Services,140000
30,Remote,Professional degree,20,Data engineer,250,United States of America,Individual contributor,3,Manufacturing,140000
50,Remote,Bachelors,35,System administrator,250,United States of America,,0,Other,140000
30,Hybrid,Some college,23,"Developer, front-end",15,United States of America,Individual contributor,15,Software Development,140000
40,Remote,Bachelors,18,"Senior Executive (C-Suite, VP, etc.)",15,United States of America,People manager,14,Manufacturing,140000
60,Hybrid,Bachelors,45,"Developer, back-end",50,United States of America,Individual contributor,35,Fintech,140000
60,Hybrid,Bachelors,32,System administrator,2500,United States of America,,0,Other,140000
30,Hybrid,Bachelors,15,"Developer, back-end",500 to 999,United States of America,Individual contributor,7,Software Development,140000
20,Hybrid,Bachelors,5,"Developer, desktop or enterprise applications",250,United States of America,,0,Other,140000
30,Remote,Bachelors,8,Designer,1,United States of America,,0,Other,140000
40,Remote,Bachelors,38,"Developer, full-stack",1,United States of America,,0,Other,140000
50,Remote,Some college,25,"Developer, full-stack",1,United States of America,,0,Other,140000
40,In-person,Associates,22,"Developer, full-stack",250,United States of America,Individual contributor,17,Transportation or Supply Chain,140000
30,Remote,Bachelors,14,"Developer, full-stack",7500,United States of America,Individual contributor,9,Fintech,140000
30,Remote,Masters,12,"Developer, AI",10000,United States of America,,0,Other,140000
30,Hybrid,Bachelors,12,"Developer, full-stack",500 to 999,United States of America,,0,Other,140000
70,Remote,Masters,45,Other,250,United States of America,Individual contributor,40,Other,140000
40,Remote,Secondary school,14,"Developer, front-end",250,Argentina,Individual contributor,13,Media & Advertising Services,140000
40,Remote,Bachelors,24,"Developer, back-end",250,Argentina,Individual contributor,20,Software Development,140000
70,Hybrid,Masters,50,"Developer, embedded applications or devices",10000,United States of America,Individual contributor,50,Software Development,140000
40,Remote,Some college,16,"Developer, full-stack",500 to 999,Honduras,Individual contributor,18,Internet Telecomm or Information Services,140000
40,Remote,Bachelors,20,Security professional,250,United States of America,Individual contributor,16,Computer Systems Design and Services,140000
30,Remote,Bachelors,14,Cloud infrastructure engineer,250,United States of America,Individual contributor,11,Other,140000
40,Remote,Bachelors,20,"Developer, front-end",250,United States of America,People manager,12,Healthcare,140000
30,Remote,Bachelors,10,"Developer, full-stack",5,United States of America,Individual contributor,8,Software Development,140000
40,Remote,Masters,24,"Developer, full-stack",500 to 999,United States of America,Individual contributor,20,Software Development,140000
30,In-person,Bachelors,6,"Developer, desktop or enterprise applications",2500,United States of America,Individual contributor,5,Government,140000
40,Remote,Bachelors,25,"Developer, full-stack",10000,United States of America,Individual contributor,20,Software Development,140000
40,Remote,Secondary school,16,"Developer, back-end",2500,United States of America,,0,Other,140000
40,Remote,Bachelors,28,DevOps specialist,250,United States of America,Individual contributor,20,Healthcare,140000
50,Remote,Bachelors,20,"Developer, desktop or enterprise applications",1,United States of America,,0,Other,140000
30,Hybrid,Bachelors,14,"Developer, back-end",2500,United States of America,Individual contributor,10,Retail and Consumer Services,140000
50,Hybrid,Bachelors,28,"Developer, back-end",2500,United States of America,Individual contributor,25,Other,140000
50,Hybrid,Masters,24,DevOps specialist,10000,United States of America,,0,Other,140000
30,In-person,Masters,18,Engineering manager,10000,United States of America,,0,Other,140000
30,Remote,Bachelors,2,"Developer, full-stack",50,United States of America,,0,Other,140000
40,In-person,Bachelors,21,Other,10000,United States of America,Individual contributor,15,Manufacturing,140000
40,Remote,Associates,28,"Developer, full-stack",50,United States of America,Individual contributor,24,Software Development,140000
40,Remote,Bachelors,12,"Developer, back-end",250,United States of America,Individual contributor,11,Media & Advertising Services,140000
40,Remote,Professional degree,20,Data scientist or machine learning specialist,2500,United States of America,Individual contributor,8,Software Development,140000
40,Hybrid,Masters,18,Other,10000,United States of America,People manager,16,Media & Advertising Services,140000
20,In-person,Some college,5,Student,2500,United States of America,,0,Other,140000
40,Hybrid,Masters,37,Other,250,United States of America,,0,Other,140000
30,Remote,Bachelors,12,"Developer, full-stack",15,United States of America,Individual contributor,12,Transportation or Supply Chain,140000
30,Remote,Bachelors,15,"Developer, back-end",7500,United States of America,,0,Other,140000
40,Remote,Bachelors,18,"Developer, full-stack",250,Costa Rica,Individual contributor,16,Banking or Financial Services,140000
40,Remote,Bachelors,30,"Developer, full-stack",250,United States of America,Individual contributor,20,Software Development,140000
30,Remote,Bachelors,8,"Developer, front-end",250,United States of America,Individual contributor,3,Software Development,140000
50,Hybrid,Bachelors,27,"Developer, full-stack",250,United States of America,Individual contributor,27,Other,140000
30,Hybrid,Bachelors,14,Cloud infrastructure engineer,10000,United States of America,Individual contributor,10,Software Development,140000
30,Hybrid,Bachelors,14,"Developer, full-stack",2500,United States of America,Individual contributor,14,Other,140000
40,In-person,Associates,28,Engineering manager,50,United States of America,People manager,18,Fintech,140000
30,Hybrid,Bachelors,14,Engineering manager,500 to 999,United States of America,People manager,9,Internet Telecomm or Information Services,140000
40,In-person,Bachelors,13,"Developer, full-stack",500 to 999,United States of America,Individual contributor,8,Government,140000
50,Hybrid,Masters,24,Other,2500,United States of America,Individual contributor,24,Media & Advertising Services,140000
50,Remote,Bachelors,25,Cloud infrastructure engineer,50,Philippines,Individual contributor,20,Fintech,140000
40,Remote,Bachelors,24,"Developer, back-end",15,United States of America,Individual contributor,20,Internet Telecomm or Information Services,140000
40,Hybrid,Masters,25,Other,10000,United States of America,Individual contributor,16,Internet Telecomm or Information Services,140000
30,Remote,Bachelors,13,"Developer, back-end",10000,United States of America,Individual contributor,9,Media & Advertising Services,140000
30,Remote,Masters,6,"Developer, back-end",10000,United States of America,Individual contributor,8,Computer Systems Design and Services,140000
40,Hybrid,Bachelors,17,"Developer, full-stack",15,United States of America,People manager,17,Other,140000
40,In-person,Bachelors,25,"Developer, mobile",15,United States of America,,0,Other,140000
30,In-person,Bachelors,10,"Developer, full-stack",50,United States of America,Individual contributor,3,Media & Advertising Services,140000
30,Remote,Bachelors,15,DevOps specialist,50,United States of America,,0,Other,140000
30,Remote,Bachelors,9,"Developer, mobile",500 to 999,United States of America,Individual contributor,5,Retail and Consumer Services,140000
20,Remote,Bachelors,7,"Developer, front-end",10000,United States of America,Individual contributor,1,Software Development,140000
40,Hybrid,Masters,25,"Developer, back-end",250,United States of America,Individual contributor,20,Other,140000
50,Hybrid,Masters,40,"Developer, full-stack",2500,United States of America,Individual contributor,33,Manufacturing,140000
30,Remote,Bachelors,11,Security professional,7500,United States of America,,0,Other,140000
60,Remote,Masters,30,"Developer, back-end",50,United States of America,Individual contributor,27,Software Development,140000
30,Remote,Masters,15,"Developer, full-stack",50,United States of America,Individual contributor,14,Software Development,140000
50,Hybrid,Masters,44,Engineering manager,10000,United States of America,,0,Other,140000
60,Hybrid,Masters,33,Research & Development role,500 to 999,United States of America,Individual contributor,31,Banking or Financial Services,140000
40,Remote,Some college,20,DevOps specialist,7500,United States of America,,0,Other,140000
40,Remote,Associates,2,"Developer, front-end",5,United States of America,,0,Other,140000
30,Remote,Some college,13,DevOps specialist,250,United States of America,Individual contributor,10,Healthcare,140000
40,Hybrid,Masters,23,"Developer, full-stack",250,United States of America,Individual contributor,23,Transportation or Supply Chain,140000
40,Hybrid,Bachelors,10,"Developer, back-end",50,United States of America,Individual contributor,12,Software Development,140000
20,In-person,Masters,11,Developer Experience,2500,United States of America,,0,Other,140000
40,Hybrid,Bachelors,12,Cloud infrastructure engineer,250,United States of America,Individual contributor,8,Software Development,140000
30,Hybrid,Some college,12,System administrator,250,United States of America,,0,Other,140000
30,Remote,Bachelors,15,"Developer, back-end",25,United States of America,,0,Other,140000
40,Remote,Masters,21,"Developer, back-end",7500,United States of America,,0,Other,140000
30,Hybrid,Professional degree,12,Data scientist or machine learning specialist,250,United States of America,,0,Other,140000
40,Hybrid,Masters,23,"Developer, embedded applications or devices",10000,United States of America,People manager,15,Computer Systems Design and Services,140000
30,In-person,Masters,18,"Developer, full-stack",500 to 999,United States of America,Individual contributor,5,Software Development,140000
30,Hybrid,Bachelors,13,"Developer, full-stack",500 to 999,United States of America,Individual contributor,10,Retail and Consumer Services,140000
40,Remote,Masters,22,"Developer, full-stack",5,Uzbekistan,Individual contributor,18,Software Development,140000
60,Hybrid,Bachelors,40,"Developer, QA or test",10000,United States of America,,0,Other,140000
30,Remote,Bachelors,13,Cloud infrastructure engineer,10000,United States of America,Individual contributor,7,Software Development,140000
50,Remote,Bachelors,30,"Developer, front-end",50,United States of America,Individual contributor,25,Fintech,140000
30,Hybrid,Bachelors,9,Data engineer,2500,United States of America,,0,Other,140000
40,Remote,Masters,9,"Developer, back-end",2500,United States of America,Individual contributor,8,Fintech,140000
30,Remote,Bachelors,21,"Developer, embedded applications or devices",2500,United States of America,,0,Other,140000
50,Hybrid,Bachelors,30,"Developer, full-stack",5,Costa Rica,Individual contributor,20,Software Development,140000
30,Hybrid,Bachelors,9,Data or business analyst,250,United States of America,,0,Other,140000
40,Remote,Bachelors,25,"Developer, full-stack",50,United States of America,Individual contributor,18,Banking or Financial Services,140000
30,Hybrid,Bachelors,9,"Developer, full-stack",50,United States of America,,0,Other,140000
30,Hybrid,Bachelors,16,Cloud infrastructure engineer,10000,United States of America,Individual contributor,9,Software Development,140000
40,Remote,Some college,7,"Developer, back-end",250,United States of America,Individual contributor,10,Software Development,140000
40,Remote,Bachelors,20,DevOps specialist,10000,United States of America,Individual contributor,15,Government,140000
40,Remote,Secondary school,20,"Developer, full-stack",250,United States of America,,0,Other,140000
50,Remote,Some college,27,"Developer, back-end",2500,United States of America,Individual contributor,20,Other,140000
40,In-person,Masters,25,"Developer, back-end",250,United States of America,Individual contributor,20,Retail and Consumer Services,140000
30,Remote,Masters,10,Research & Development role,2500,United States of America,Individual contributor,7,Other,140000
40,Remote,Bachelors,21,"Developer, full-stack",10000,United States of America,People manager,18,Software Development,140000
50,Hybrid,Bachelors,30,"Developer, back-end",2500,United States of America,Individual contributor,27,Software Development,140000
40,Hybrid,Bachelors,25,"Developer, full-stack",250,United States of America,Individual contributor,20,Software Development,140000
40,Hybrid,Bachelors,34,"Developer, full-stack",50,United States of America,Individual contributor,21,Energy,140000
50,Hybrid,Bachelors,28,Other,10000,United States of America,,0,Other,140000
30,Remote,Bachelors,12,Engineering manager,10000,United States of America,People manager,9,Healthcare,140000
20,Hybrid,Bachelors,9,"Developer, mobile",10000,United States of America,Individual contributor,1,Retail and Consumer Services,140000
50,Hybrid,Some college,42,"Developer, full-stack",10000,United States of America,Individual contributor,33,Retail and Consumer Services,140000
30,Remote,Bachelors,18,"Developer, front-end",25,United States of America,Individual contributor,7,Government,140000
30,Hybrid,Masters,13,Security professional,10000,United States of America,Individual contributor,9,Software Development,140000
40,Remote,Masters,12,"Developer, full-stack",7500,United States of America,Individual contributor,9,Insurance,140000
30,Remote,Bachelors,15,"Developer, full-stack",50,United States of America,Individual contributor,10,Other,140000
20,Remote,Some college,11,"Developer, game or graphics",50,United States of America,Individual contributor,5,Healthcare,140000
50,Remote,Bachelors,25,"Developer, back-end",2500,United States of America,Individual contributor,20,Media & Advertising Services,140000
40,In-person,Bachelors,20,"Engineer, site reliability",10000,United States of America,,0,Other,140000
50,Hybrid,Bachelors,30,"Developer, embedded applications or devices",10000,United States of America,,0,Other,140000
50,Remote,Some college,40,"Developer, full-stack",250,United States of America,,0,Other,140000
40,Remote,Masters,12,"Developer, full-stack",250,Ukraine,Individual contributor,15,Other,140000
40,Remote,Bachelors,20,"Developer, full-stack",2500,United States of America,Individual contributor,18,Media & Advertising Services,140000
30,Remote,Masters,16,Engineering manager,2500,Ukraine,People manager,13,Software Development,140000
30,Remote,Bachelors,16,"Developer, mobile",10000,United States of America,Individual contributor,12,Software Development,140000
40,Remote,Bachelors,29,"Developer, full-stack",1,United States of America,,0,Other,140000
50,Remote,Associates,27,Other,250,United States of America,Individual contributor,25,Healthcare,140000
30,Remote,Bachelors,13,"Developer, full-stack",500 to 999,United States of America,Individual contributor,12,Internet Telecomm or Information Services,140000
30,Remote,Bachelors,14,Product manager,2500,United States of America,,0,Other,140000
40,Remote,Some college,9,"Developer, full-stack",15,United States of America,Individual contributor,6,Software Development,140000
60,In-person,Bachelors,35,"Developer, desktop or enterprise applications",10000,Mexico,Individual contributor,30,Manufacturing,140000
30,Remote,Bachelors,17,"Developer, full-stack",250,Republic of North Macedonia,,0,Other,140000
60,Remote,Bachelors,15,Data engineer,500 to 999,United States of America,Individual contributor,16,Other,140000
50,Hybrid,Masters,26,"Developer, back-end",10000,United States of America,Individual contributor,24,Software Development,140000
30,Hybrid,Bachelors,11,"Developer, embedded applications or devices",10000,United States of America,,0,Other,140000
20,Hybrid,Bachelors,8,"Developer, AI",2500,United States of America,,0,Other,140000
40,Remote,Bachelors,27,"Developer, front-end",50,Brazil,Individual contributor,20,Software Development,140000
50,Hybrid,Bachelors,30,"Developer, full-stack",50,United States of America,,0,Other,140000
30,Remote,Bachelors,17,"Developer, full-stack",10000,United States of America,Individual contributor,10,Healthcare,140000
70,In-person,Bachelors,49,"Developer, embedded applications or devices",2500,United States of America,Individual contributor,49,Healthcare,140000
50,Remote,Bachelors,28,"Developer, back-end",250,United States of America,,0,Other,140000
30,Remote,Bachelors,14,"Developer, full-stack",7500,United States of America,Individual contributor,8,Internet Telecomm or Information Services,140000
50,Remote,Masters,37,Research & Development role,5,Ukraine,Individual contributor,28,Software Development,140000
30,Remote,Bachelors,22,"Developer, game or graphics",5,United States of America,Individual contributor,20,Other,140000
40,Remote,Bachelors,10,Developer Experience,250,Ethiopia,Individual contributor,7,Insurance,140000
60,Remote,Professional degree,8,Research & Development role,50,Israel,,0,Other,140000
30,Remote,Bachelors,12,"Developer, full-stack",500 to 999,United States of America,Individual contributor,6,Media & Advertising Services,140000
30,Hybrid,Professional degree,12,"Developer, embedded applications or devices",10000,United States of America,Individual contributor,10,Computer Systems Design and Services,140000
30,Remote,Masters,17,"Developer, full-stack",15,Poland,People manager,17,Media & Advertising Services,140000
30,Remote,Bachelors,17,Engineering manager,2500,United States of America,,0,Other,140000
30,Hybrid,Bachelors,10,Student,10000,United States of America,,0,Other,140000
30,Remote,Secondary school,14,DevOps specialist,25,Russian Federation,Individual contributor,10,Other,140000
40,Remote,Bachelors,20,"Engineer, site reliability",50,China,,0,Other,140000
40,In-person,Bachelors,18,"Developer, full-stack",5,"Iran, Islamic Republic of...",Individual contributor,12,Software Development,140000
50,In-person,Bachelors,30,"Developer, full-stack",5,Belarus,,0,Other,140000
40,Remote,Masters,24,Other,1,South Africa,,0,Other,140000
30,Hybrid,Masters,10,"Senior Executive (C-Suite, VP, etc.)",250,Egypt,People manager,10,Insurance,140000
40,Remote,Bachelors,25,"Developer, full-stack",2500,United States of America,,0,Other,140000
30,Remote,Some college,17,"Developer, front-end",50,Poland,,0,Other,140000
40,Remote,Masters,30,Engineering manager,250,United States of America,,0,Other,140000
40,Remote,Masters,20,"Developer, back-end",5,Romania,,0,Other,140000
30,Hybrid,Masters,9,Cloud infrastructure engineer,10000,United States of America,,0,Other,140000
40,Hybrid,Bachelors,13,"Developer, mobile",7500,United States of America,Individual contributor,11,Retail and Consumer Services,140000
30,Remote,Bachelors,8,"Developer, embedded applications or devices",5,Uganda,,0,Other,140000
30,Remote,Bachelors,15,"Developer, full-stack",50,United States of America,,0,Other,140000
50,Hybrid,Primary school,30,DevOps specialist,50,United States of America,,0,Other,140000
30,Hybrid,Masters,9,"Developer, full-stack",250,Ukraine,Individual contributor,7,Other,140000
20,Hybrid,Bachelors,5,"Developer, front-end",2500,United States of America,,0,Other,140000
40,Remote,Masters,22,Engineering manager,10000,United States of America,People manager,22,Higher Education,140000
40,Remote,Masters,12,"Developer, back-end",50,Brazil,Individual contributor,10,Other,140000
40,Hybrid,Secondary school,22,Engineering manager,2500,Argentina,People manager,20,Fintech,140000
30,Hybrid,Bachelors,11,"Developer, full-stack",10000,United States of America,Individual contributor,6,Banking or Financial Services,140000
60,Remote,Bachelors,43,Data or business analyst,250,United States of America,,0,Other,140000
30,Remote,Bachelors,10,"Developer, front-end",50,Ecuador,People manager,10,Manufacturing,140000
40,Remote,Masters,10,Cloud infrastructure engineer,50,United States of America,Individual contributor,20,Energy,140000
40,Remote,Masters,9,"Developer, full-stack",250,United States of America,Individual contributor,9,Fintech,140000
30,Hybrid,Masters,20,Other,10000,United States of America,Individual contributor,10,Other,140000
40,Remote,Masters,26,"Developer, embedded applications or devices",1,United States of America,,0,Other,140000
30,Hybrid,Bachelors,11,"Developer, full-stack",2500,Poland,Individual contributor,8,Software Development,140000
30,Remote,Bachelors,12,"Developer, full-stack",50,United States of America,Individual contributor,10,Manufacturing,140000
50,Remote,Bachelors,33,"Developer, desktop or enterprise applications",15,"Venezuela, Bolivarian Republic of...",People manager,27,Software Development,140000
30,Remote,Masters,8,"Developer, back-end",250,United States of America,,0,Other,140000
50,Remote,Masters,30,"Developer, full-stack",7500,United States of America,,0,Other,140000
30,Remote,Bachelors,10,"Developer, full-stack",250,United States of America,,0,Other,140000
40,Remote,Masters,28,"Developer, back-end",7500,United States of America,Individual contributor,20,Internet Telecomm or Information Services,140000
30,Remote,Bachelors,16,"Developer, full-stack",50,Uzbekistan,Individual contributor,12,Software Development,140000
50,Remote,Masters,18,"Developer, full-stack",50,United States of America,Individual contributor,14,Software Development,140000
40,Hybrid,Bachelors,26,Cloud infrastructure engineer,2500,United States of America,Individual contributor,19,Higher Education,140000
30,Remote,Bachelors,15,"Developer, full-stack",5,United States of America,Individual contributor,10,Software Development,140000
40,Remote,Bachelors,25,Engineering manager,250,United States of America,People manager,20,Retail and Consumer Services,140000
30,Remote,Bachelors,16,Developer Advocate,50,El Salvador,Individual contributor,9,Software Development,140000
40,Hybrid,Some college,20,"Developer, back-end",50,United States of America,,0,Other,140000
30,Hybrid,Bachelors,9,"Developer, front-end",2500,United States of America,,0,Other,140000
40,Hybrid,Masters,12,Data or business analyst,500 to 999,United States of America,,0,Other,140000
30,Remote,Masters,10,Marketing or sales professional,50,United States of America,People manager,8,Software Development,140000
40,Remote,Some college,20,"Developer, front-end",500 to 999,United States of America,,0,Other,140000
40,Hybrid,Bachelors,31,"Developer, full-stack",50,United States of America,,0,Other,140000
60,Remote,Secondary school,45,"Developer, full-stack",500 to 999,United States of America,Individual contributor,26,Manufacturing,140000
30,Remote,Masters,8,"Developer, desktop or enterprise applications",50,United States of America,Individual contributor,5,Other,140000
40,In-person,Professional degree,25,Academic researcher,500 to 999,United States of America,Individual contributor,10,Other,140000
40,Remote,Bachelors,10,"Developer, full-stack",10000,United States of America,,0,Other,140000
40,Remote,Associates,5,DevOps specialist,50,United States of America,Individual contributor,20,Government,140000
40,Remote,Bachelors,20,"Developer, back-end",15,Brazil,Individual contributor,15,Other,140000
40,In-person,Bachelors,24,"Developer, desktop or enterprise applications",50,United States of America,People manager,9,Software Development,140000
30,Hybrid,Bachelors,15,"Developer, front-end",2500,United States of America,,0,Other,140000
50,Remote,Some college,30,Engineering manager,10000,United States of America,People manager,30,Software Development,140000
30,Hybrid,Bachelors,17,Engineering manager,10000,United States of America,People manager,13,Software Development,140000
20,Hybrid,Some college,7,Data engineer,10000,United States of America,Individual contributor,3,Government,140000
30,Remote,Bachelors,14,DevOps specialist,50,United States of America,Individual contributor,12,Software Development,140000
30,Remote,Some college,11,"Developer, full-stack",10000,United States of America,Individual contributor,10,Other,140000
30,Hybrid,Bachelors,9,"Developer, full-stack",5,United States of America,Individual contributor,7,Software Development,140000
50,In-person,Masters,16,"Developer, full-stack",250,United States of America,Individual contributor,10,Fintech,140000
30,Remote,Bachelors,3,System administrator,5,"Venezuela, Bolivarian Republic of...",People manager,5,Software Development,140000
60,In-person,Bachelors,43,"Developer, full-stack",10000,United States of America,Individual contributor,35,Healthcare,140000
40,In-person,Masters,22,Product manager,10000,United States of America,Individual contributor,18,Software Development,140000
30,Hybrid,Bachelors,13,"Developer, back-end",50,United States of America,Individual contributor,9,Software Development,140000
40,Hybrid,Some college,16,"Developer, full-stack",7500,United States of America,People manager,13,Government,140000
40,Remote,Some college,9,Data engineer,250,United States of America,Individual contributor,9,Fintech,140000
40,Remote,Bachelors,11,"Developer, full-stack",10000,United States of America,Individual contributor,8,Software Development,140000
40,In-person,Masters,26,"Developer, embedded applications or devices",50,United States of America,Individual contributor,16,Government,140000
50,Remote,Bachelors,37,"Developer, back-end",15,United States of America,People manager,24,Healthcare,140000
50,Hybrid,Masters,45,Engineering manager,50,United States of America,,0,Other,140000
50,Hybrid,Professional degree,25,Research & Development role,2500,United States of America,People manager,22,Government,140000
30,Hybrid,Some college,7,"Developer, back-end",50,Albania,Individual contributor,6,Other,140000
40,Remote,Masters,22,"Developer, full-stack",10000,United States of America,Individual contributor,17,Fintech,140000
60,Remote,Professional degree,35,Research & Development role,5,United States of America,,0,Other,140000
40,Remote,Bachelors,23,"Developer, full-stack",10000,United States of America,Individual contributor,20,Government,140000
50,Remote,Bachelors,33,Developer Experience,2500,United States of America,Individual contributor,21,Other,140000
30,Hybrid,Masters,9,Data or business analyst,250,United States of America,Individual contributor,2,Healthcare,140000
50,Remote,Bachelors,26,"Developer, full-stack",2500,United States of America,,0,Other,140000
40,Remote,Bachelors,5,Data engineer,7500,United States of America,Individual contributor,10,Other,140000
60,Remote,Bachelors,39,"Developer, back-end",50,United States of America,,0,Other,140000
40,In-person,Bachelors,14,"Developer, full-stack",15,Panama,Individual contributor,14,Other,140000
30,Remote,Bachelors,7,"Developer, full-stack",7500,United States of America,Individual contributor,4,Other,140000
